DateTime,id,description,leftHandSideValue,operator,constraintType,rightHandSideValue,defaultRhs,bindingConstraintFlag,nearBindingConstraintFlag,shadowPrice,isInterventionEvent,variable,value
2023-09-29T08:00:00Z,NonScheduledFacility_Constraint_BREMER_BAY_WF1,NonScheduledFacility_Constraint_BREMER_BAY_WF1,0.218,EqualTo,Formulation,0.218,0,TRUE,TRUE,867150,FALSE,BREMER_BAY_WF1_NsfSurplus_SlackVariable,0
2023-09-29T08:00:00Z,NonScheduledFacility_Constraint_BREMER_BAY_WF1,NonScheduledFacility_Constraint_BREMER_BAY_WF1,0.218,EqualTo,Formulation,0.218,0,TRUE,TRUE,867150,FALSE,BREMER_BAY_WF1_NsfDeficit_SlackVariable,0.218
2023-09-29T08:00:00Z,RampUpConstraint_BREMER_BAY_WF1,RampUp Constraint BREMER_BAY_WF1,0,LessThanOrEqualTo,Formulation,72,0,FALSE,FALSE,0,FALSE,BREMER_BAY_WF1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_BREMER_BAY_WF1,RampDown Constraint BREMER_BAY_WF1,0,GreaterThanOrEqualTo,Formulation,-72,0,FALSE,FALSE,0,FALSE,BREMER_BAY_WF1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_01,TrancheUB Constraint COCKBURN_CCG1 energy 01,122.4,LessThanOrEqualTo,Formulation,122.4,0,TRUE,TRUE,-14.48,FALSE,COCKBURN_CCG1_trslksurplus_energy_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_01,TrancheLB Constraint COCKBURN_CCG1 energy 01,122.4,GreaterThanOrEqualTo,Formulation,0,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_02,TrancheUB Constraint COCKBURN_CCG1 energy 02,17.659,LessThanOrEqualTo,Formulation,17.659,0,TRUE,TRUE,-7.94,FALSE,COCKBURN_CCG1_trslksurplus_energy_02,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_02,TrancheLB Constraint COCKBURN_CCG1 energy 02,17.659,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_02,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_03,TrancheUB Constraint COCKBURN_CCG1 energy 03,16.977,LessThanOrEqualTo,Formulation,16.977,0,TRUE,TRUE,-6.47,FALSE,COCKBURN_CCG1_trslksurplus_energy_03,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_03,TrancheLB Constraint COCKBURN_CCG1 energy 03,16.977,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_03,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_04,TrancheUB Constraint COCKBURN_CCG1 energy 04,16.367,LessThanOrEqualTo,Formulation,16.367,0,TRUE,TRUE,-5.05,FALSE,COCKBURN_CCG1_trslksurplus_energy_04,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_04,TrancheLB Constraint COCKBURN_CCG1 energy 04,16.367,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_04,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_05,TrancheUB Constraint COCKBURN_CCG1 energy 05,15.818,LessThanOrEqualTo,Formulation,15.818,0,TRUE,TRUE,-3.69,FALSE,COCKBURN_CCG1_trslksurplus_energy_05,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_05,TrancheLB Constraint COCKBURN_CCG1 energy 05,15.818,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_05,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_06,TrancheUB Constraint COCKBURN_CCG1 energy 06,15.323,LessThanOrEqualTo,Formulation,15.323,0,TRUE,TRUE,-2.37,FALSE,COCKBURN_CCG1_trslksurplus_energy_06,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_06,TrancheLB Constraint COCKBURN_CCG1 energy 06,15.323,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_06,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_07,TrancheUB Constraint COCKBURN_CCG1 energy 07,10.969999999999999,LessThanOrEqualTo,Formulation,14.87,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslksurplus_energy_07,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_07,TrancheLB Constraint COCKBURN_CCG1 energy 07,10.97,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_07,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_08,TrancheUB Constraint COCKBURN_CCG1 energy 08,0,LessThanOrEqualTo,Formulation,14.455,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslksurplus_energy_08,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_08,TrancheLB Constraint COCKBURN_CCG1 energy 08,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_08,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_energy_09,TrancheUB Constraint COCKBURN_CCG1 energy 09,0,LessThanOrEqualTo,Formulation,13.331,0,FALSE,TRUE,0,FALSE,COCKBURN_CCG1_trslksurplus_energy_09,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_energy_09,TrancheLB Constraint COCKBURN_CCG1 energy 09,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_energy_09,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_rocof_01,TrancheUB Constraint COCKBURN_CCG1 rocof 01,0,LessThanOrEqualTo,Formulation,2176,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_trslksurplus_rocof_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_rocof_01,TrancheLB Constraint COCKBURN_CCG1 rocof 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_rocof_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_regulationLower_01,TrancheUB Constraint COCKBURN_CCG1 regulationLower 01,0,LessThanOrEqualTo,Formulation,30,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_trslksurplus_regulationLower_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_regulationLower_01,TrancheLB Constraint COCKBURN_CCG1 regulationLower 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_regulationLower_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COCKBURN_CCG1_regulationRaise_01,TrancheUB Constraint COCKBURN_CCG1 regulationRaise 01,0,LessThanOrEqualTo,Formulation,30,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_trslksurplus_regulationRaise_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COCKBURN_CCG1_regulationRaise_01,TrancheLB Constraint COCKBURN_CCG1 regulationRaise 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COCKBURN_CCG1_trslkdeficit_regulationRaise_01,0
2023-09-29T08:00:00Z,RampUpConstraint_COCKBURN_CCG1,RampUp Constraint COCKBURN_CCG1,215.514,LessThanOrEqualTo,Formulation,429,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_COCKBURN_CCG1,RampDown Constraint COCKBURN_CCG1,215.514,GreaterThanOrEqualTo,Formulation,69,0,FALSE,FALSE,0,FALSE,COCKBURN_CCG1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COLLIE_G1_contingencyLower_01,TrancheUB Constraint COLLIE_G1 contingencyLower 01,0,LessThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslksurplus_contingencyLower_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COLLIE_G1_contingencyLower_01,TrancheLB Constraint COLLIE_G1 contingencyLower 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslkdeficit_contingencyLower_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COLLIE_G1_rocof_01,TrancheUB Constraint COLLIE_G1 rocof 01,0,LessThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslksurplus_rocof_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COLLIE_G1_rocof_01,TrancheLB Constraint COLLIE_G1 rocof 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslkdeficit_rocof_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_COLLIE_G1_contingencyRaise_01,TrancheUB Constraint COLLIE_G1 contingencyRaise 01,0,LessThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslksurplus_contingencyRaise_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_COLLIE_G1_contingencyRaise_01,TrancheLB Constraint COLLIE_G1 contingencyRaise 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,COLLIE_G1_trslkdeficit_contingencyRaise_01,0
2023-09-29T08:00:00Z,RampUpConstraint_COLLIE_G1,RampUp Constraint COLLIE_G1,0,LessThanOrEqualTo,Formulation,119.527,0,FALSE,FALSE,0,FALSE,COLLIE_G1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_COLLIE_G1,RampDown Constraint COLLIE_G1,0,GreaterThanOrEqualTo,Formulation,-120.473,0,FALSE,FALSE,0,FALSE,COLLIE_G1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_EDWFMAN_WF1_energy_01,TrancheUB Constraint EDWFMAN_WF1 energy 01,0,LessThanOrEqualTo,Formulation,8.4,0,FALSE,TRUE,0,FALSE,EDWFMAN_WF1_trslksurplus_energy_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_EDWFMAN_WF1_energy_01,TrancheLB Constraint EDWFMAN_WF1 energy 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,EDWFMAN_WF1_trslkdeficit_energy_01,0
2023-09-29T08:00:00Z,UnconstrainedInjectionForecast_Constraint_EDWFMAN_WF1,UnconstrainedInjectionForecast_Constraint_EDWFMAN_WF1,0,LessThanOrEqualTo,Formulation,8.4,0,FALSE,TRUE,0,FALSE,EDWFMAN_WF1_UifSurplus_SlackVariable,0
2023-09-29T08:00:00Z,UnconstrainedWithdrawalForecast_Constraint_EDWFMAN_WF1,UnconstrainedWithdrawalForecast_Constraint_EDWFMAN_WF1,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,EDWFMAN_WF1_UwfDeficit_SlackVariable,0
2023-09-29T08:00:00Z,RampUpConstraint_EDWFMAN_WF1,RampUp Constraint EDWFMAN_WF1,0,LessThanOrEqualTo,Formulation,64.79,0,FALSE,FALSE,0,FALSE,EDWFMAN_WF1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_EDWFMAN_WF1,RampDown Constraint EDWFMAN_WF1,0,GreaterThanOrEqualTo,Formulation,-55.21,0,FALSE,FALSE,0,FALSE,EDWFMAN_WF1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_GRASMERE_WF1_energy_01,TrancheUB Constraint GRASMERE_WF1 energy 01,0.338,LessThanOrEqualTo,Formulation,0.338,0,TRUE,TRUE,0,FALSE,GRASMERE_WF1_trslksurplus_energy_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_GRASMERE_WF1_energy_01,TrancheLB Constraint GRASMERE_WF1 energy 01,0.338,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,GRASMERE_WF1_trslkdeficit_energy_01,0
2023-09-29T08:00:00Z,UnconstrainedInjectionForecast_Constraint_GRASMERE_WF1,UnconstrainedInjectionForecast_Constraint_GRASMERE_WF1,0.338,LessThanOrEqualTo,Formulation,0.338,0,TRUE,TRUE,-378.03,FALSE,GRASMERE_WF1_UifSurplus_SlackVariable,0
2023-09-29T08:00:00Z,UnconstrainedWithdrawalForecast_Constraint_GRASMERE_WF1,UnconstrainedWithdrawalForecast_Constraint_GRASMERE_WF1,0.338,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,GRASMERE_WF1_UwfDeficit_SlackVariable,0
2023-09-29T08:00:00Z,RampUpConstraint_GRASMERE_WF1,RampUp Constraint GRASMERE_WF1,0.3380000000000223,LessThanOrEqualTo,Formulation,300.04,0,FALSE,FALSE,0,FALSE,GRASMERE_WF1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_GRASMERE_WF1,RampDown Constraint GRASMERE_WF1,0.3380000000000223,GreaterThanOrEqualTo,Formulation,-299.96,0,FALSE,FALSE,0,FALSE,GRASMERE_WF1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_GREENOUGH_RIVER_PV1_energy_01,TrancheUB Constraint GREENOUGH_RIVER_PV1 energy 01,3.739,LessThanOrEqualTo,Formulation,3.739,0,TRUE,TRUE,-390.04,FALSE,GREENOUGH_RIVER_PV1_trslksurplus_energy_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_GREENOUGH_RIVER_PV1_energy_01,TrancheLB Constraint GREENOUGH_RIVER_PV1 energy 01,3.739,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,GREENOUGH_RIVER_PV1_trslkdeficit_energy_01,0
2023-09-29T08:00:00Z,UnconstrainedInjectionForecast_Constraint_GREENOUGH_RIVER_PV1,UnconstrainedInjectionForecast_Constraint_GREENOUGH_RIVER_PV1,3.739,LessThanOrEqualTo,Formulation,3.739,0,TRUE,TRUE,0,FALSE,GREENOUGH_RIVER_PV1_UifSurplus_SlackVariable,0
2023-09-29T08:00:00Z,UnconstrainedWithdrawalForecast_Constraint_GREENOUGH_RIVER_PV1,UnconstrainedWithdrawalForecast_Constraint_GREENOUGH_RIVER_PV1,3.739,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,GREENOUGH_RIVER_PV1_UwfDeficit_SlackVariable,0
2023-09-29T08:00:00Z,RampUpConstraint_GREENOUGH_RIVER_PV1,RampUp Constraint GREENOUGH_RIVER_PV1,3.738999999999976,LessThanOrEqualTo,Formulation,195.7,0,FALSE,FALSE,0,FALSE,GREENOUGH_RIVER_PV1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_GREENOUGH_RIVER_PV1,RampDown Constraint GREENOUGH_RIVER_PV1,3.738999999999976,GreaterThanOrEqualTo,Formulation,-164.3,0,FALSE,FALSE,0,FALSE,GREENOUGH_RIVER_PV1_RampDownDeficit,0
2023-09-29T08:00:00Z,RampUpConstraint_GRIFFINP_DSP_01,RampUp Constraint GRIFFINP_DSP_01,0,LessThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,GRIFFINP_DSP_01_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_GRIFFINP_DSP_01,RampDown Constraint GRIFFINP_DSP_01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,GRIFFINP_DSP_01_RampDownDeficit,0
2023-09-29T08:00:00Z,NonScheduledFacility_Constraint_KALBARRI_WF1,NonScheduledFacility_Constraint_KALBARRI_WF1,0.554,EqualTo,Formulation,0.554,0,TRUE,TRUE,867150,FALSE,KALBARRI_WF1_NsfSurplus_SlackVariable,0
2023-09-29T08:00:00Z,NonScheduledFacility_Constraint_KALBARRI_WF1,NonScheduledFacility_Constraint_KALBARRI_WF1,0.554,EqualTo,Formulation,0.554,0,TRUE,TRUE,867150,FALSE,KALBARRI_WF1_NsfDeficit_SlackVariable,0.554
2023-09-29T08:00:00Z,RampUpConstraint_KALBARRI_WF1,RampUp Constraint KALBARRI_WF1,0,LessThanOrEqualTo,Formulation,108,0,FALSE,FALSE,0,FALSE,KALBARRI_WF1_RampUpSurplus,0
2023-09-29T08:00:00Z,RampDownConstraint_KALBARRI_WF1,RampDown Constraint KALBARRI_WF1,0,GreaterThanOrEqualTo,Formulation,-108,0,FALSE,FALSE,0,FALSE,KALBARRI_WF1_RampDownDeficit,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_01,TrancheUB Constraint KEMERTON_GT11 energy 01,80,LessThanOrEqualTo,Formulation,80,0,TRUE,TRUE,-219.83,FALSE,KEMERTON_GT11_trslksurplus_energy_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_01,TrancheLB Constraint KEMERTON_GT11 energy 01,80,GreaterThanOrEqualTo,Formulation,0,0,FALSE,FALSE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_02,TrancheUB Constraint KEMERTON_GT11 energy 02,12.785,LessThanOrEqualTo,Formulation,12.785,0,TRUE,TRUE,-215.65,FALSE,KEMERTON_GT11_trslksurplus_energy_02,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_02,TrancheLB Constraint KEMERTON_GT11 energy 02,12.785,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_02,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_03,TrancheUB Constraint KEMERTON_GT11 energy 03,12.518,LessThanOrEqualTo,Formulation,12.518,0,TRUE,TRUE,-214.5,FALSE,KEMERTON_GT11_trslksurplus_energy_03,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_03,TrancheLB Constraint KEMERTON_GT11 energy 03,12.518,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_03,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_04,TrancheUB Constraint KEMERTON_GT11 energy 04,12.267,LessThanOrEqualTo,Formulation,12.267,0,TRUE,TRUE,-213.38,FALSE,KEMERTON_GT11_trslksurplus_energy_04,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_04,TrancheLB Constraint KEMERTON_GT11 energy 04,12.267,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_04,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_05,TrancheUB Constraint KEMERTON_GT11 energy 05,12.032,LessThanOrEqualTo,Formulation,12.032,0,TRUE,TRUE,-212.29,FALSE,KEMERTON_GT11_trslksurplus_energy_05,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_05,TrancheLB Constraint KEMERTON_GT11 energy 05,12.032,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_05,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_06,TrancheUB Constraint KEMERTON_GT11 energy 06,11.808,LessThanOrEqualTo,Formulation,11.808,0,TRUE,TRUE,-211.22,FALSE,KEMERTON_GT11_trslksurplus_energy_06,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_06,TrancheLB Constraint KEMERTON_GT11 energy 06,11.808,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_06,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_energy_07,TrancheUB Constraint KEMERTON_GT11 energy 07,11.598,LessThanOrEqualTo,Formulation,11.598,0,TRUE,TRUE,-210.16,FALSE,KEMERTON_GT11_trslksurplus_energy_07,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_energy_07,TrancheLB Constraint KEMERTON_GT11 energy 07,11.598,GreaterThanOrEqualTo,Formulation,0,0,FALSE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_energy_07,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_contingencyLower_01,TrancheUB Constraint KEMERTON_GT11 contingencyLower 01,0,LessThanOrEqualTo,Formulation,73.008,0,FALSE,FALSE,0,FALSE,KEMERTON_GT11_trslksurplus_contingencyLower_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_contingencyLower_01,TrancheLB Constraint KEMERTON_GT11 contingencyLower 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_contingencyLower_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_rocof_01,TrancheUB Constraint KEMERTON_GT11 rocof 01,0,LessThanOrEqualTo,Formulation,1092,0,FALSE,FALSE,0,FALSE,KEMERTON_GT11_trslksurplus_rocof_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_rocof_01,TrancheLB Constraint KEMERTON_GT11 rocof 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_rocof_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_regulationLower_01,TrancheUB Constraint KEMERTON_GT11 regulationLower 01,0,LessThanOrEqualTo,Formulation,75,0,FALSE,FALSE,0,FALSE,KEMERTON_GT11_trslksurplus_regulationLower_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_regulationLower_01,TrancheLB Constraint KEMERTON_GT11 regulationLower 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_regulationLower_01,0
2023-09-29T08:00:00Z,TrancheUBConstraint_KEMERTON_GT11_contingencyRaise_01,TrancheUB Constraint KEMERTON_GT11 contingencyRaise 01,0,LessThanOrEqualTo,Formulation,73.008,0,FALSE,FALSE,0,FALSE,KEMERTON_GT11_trslksurplus_contingencyRaise_01,0
2023-09-29T08:00:00Z,TrancheLBConstraint_KEMERTON_GT11_contingencyRaise_01,TrancheLB Constraint KEMERTON_GT11 contingencyRaise 01,0,GreaterThanOrEqualTo,Formulation,0,0,TRUE,TRUE,0,FALSE,KEMERTON_GT11_trslkdeficit_contingencyRaise_01,0
